Cattle_ID,Age_Months,Weight_kg,Breed,Disease_Status,Body_Condition
COW02086,91,678.4,Brown Swiss,Healthy,2.4
COW02087,83,633.9,Brown Swiss,Healthy,2.7
COW02088,44,489.1,Jersey,Bloat,4.3
COW02089,14,595.5,Guernsey,Healthy,2.6
COW02090,107,490.6,Guernsey,Ketosis,2.1
COW02091,47,455.2,Holstein,Foot and Mouth,4.7
COW02092,98,632.7,Brown Swiss,Healthy,4.6
COW02093,33,413.7,Guernsey,Healthy,2.6
COW02094,29,624.1,Guernsey,Healthy,2.8
COW02095,96,529.8,Jersey,Healthy,2.6
COW02096,113,533.1,Ayrshire,Healthy,4.2
COW02097,104,582.8,Guernsey,Healthy,2.8
COW02098,93,596.5,Brown Swiss,Healthy,4.8
COW02099,38,483.9,Guernsey,Healthy,4.5
COW02100,110,607.4,Ayrshire,Mastitis,3.8
COW02101,84,559.1,Jersey,Mastitis,2.0
COW02102,30,449.5,Holstein,Ketosis,4.7
COW02103,25,536.4,Brown Swiss,Healthy,4.2
COW02104,106,660.5,Holstein,Healthy,4.4
COW02105,41,684.1,Ayrshire,Ketosis,2.2
COW02106,94,607.4,Ayrshire,Mastitis,4.1
COW02107,26,454.8,Guernsey,Healthy,4.4
COW02108,42,589.2,Ayrshire,Healthy,4.9
COW02109,42,618.1,Holstein,Healthy,3.7
COW02110,42,608.1,Guernsey,Bloat,3.5
COW02111,84,612.8,Brown Swiss,Healthy,3.3
COW02112,110,579.1,Jersey,Healthy,4.1
COW02113,110,544.2,Jersey,Healthy,4.8
COW02114,92,501.3,Brown Swiss,Healthy,3.8
COW02115,33,398.2,Guernsey,Healthy,2.7
COW02116,115,577.2,Holstein,Mastitis,2.1
COW02117,70,564.9,Guernsey,Healthy,3.9
COW02118,70,594.6,Ayrshire,Healthy,4.6
COW02119,87,443.0,Holstein,Healthy,2.2
COW02120,95,601.6,Ayrshire,Bloat,3.2
COW02121,114,714.4,Guernsey,Healthy,4.8
COW02122,74,556.3,Jersey,Healthy,3.5
COW02123,77,545.1,Guernsey,Healthy,2.7
COW02124,92,574.7,Guernsey,Foot and Mouth,3.1
COW02125,39,712.6,Guernsey,Mastitis,3.2
COW02126,45,468.1,Holstein,Foot and Mouth,2.4
COW02127,79,566.3,Holstein,Healthy,4.0
COW02128,18,486.0,Guernsey,Bloat,3.8
COW02129,46,506.2,Jersey,Bloat,3.9
COW02130,89,546.0,Jersey,Healthy,3.8
COW02131,117,657.8,Brown Swiss,Healthy,2.1
COW02132,68,694.1,Guernsey,Healthy,2.5
COW02133,55,585.9,Holstein,Healthy,2.5
COW02134,59,519.9,Ayrshire,Healthy,2.3
COW02135,86,749.4,Brown Swiss,Healthy,4.2
COW02136,70,515.8,Holstein,Ketosis,2.4
COW02137,14,504.3,Holstein,Healthy,4.0
COW02138,70,408.0,Ayrshire,Healthy,2.5
COW02139,55,661.7,Holstein,Healthy,2.4
COW02140,87,627.5,Brown Swiss,Healthy,2.5
COW02141,106,743.4,Guernsey,Healthy,3.5
COW02142,115,438.8,Brown Swiss,Healthy,3.9
COW02143,77,666.7,Jersey,Healthy,4.4
COW02144,51,555.6,Holstein,Ketosis,2.4
COW02145,59,614.5,Guernsey,Healthy,3.8
COW02146,31,418.2,Brown Swiss,Ketosis,4.3
COW02147,113,667.4,Holstein,Mastitis,2.9
COW02148,103,612.9,Holstein,Healthy,2.2
COW02149,104,546.9,Brown Swiss,Healthy,2.5
COW02150,47,601.6,Holstein,Healthy,2.3
COW02151,46,488.8,Jersey,Foot and Mouth,4.7
COW02152,104,503.6,Holstein,Healthy,3.1
COW02153,70,512.9,Guernsey,Healthy,3.6
COW02154,88,401.8,Guernsey,Foot and Mouth,4.3
COW02155,64,618.9,Guernsey,Healthy,3.1
COW02156,59,645.3,Holstein,Mastitis,3.9
COW02157,80,493.9,Jersey,Healthy,2.2
COW02158,99,577.9,Jersey,Bloat,3.4
COW02159,48,528.8,Guernsey,Healthy,2.3
COW02160,99,576.3,Ayrshire,Healthy,2.7
COW02161,38,499.8,Jersey,Mastitis,2.9
COW02162,55,479.3,Guernsey,Healthy,4.2
COW02163,110,634.2,Brown Swiss,Bloat,4.0
COW02164,115,544.9,Ayrshire,Mastitis,4.2
COW02165,111,711.8,Holstein,Healthy,2.2
COW02166,46,553.7,Ayrshire,Healthy,5.0
COW02167,103,475.9,Brown Swiss,Bloat,2.2
COW02168,113,648.2,Jersey,Healthy,4.5
COW02169,117,600.5,Holstein,Bloat,4.2
COW02170,14,608.1,Ayrshire,Healthy,3.8
COW02171,92,645.2,Ayrshire,Bloat,3.3
COW02172,119,497.8,Holstein,Healthy,4.3
COW02173,94,539.8,Brown Swiss,Mastitis,4.2
COW02174,37,536.3,Guernsey,Healthy,2.4
COW02175,94,446.7,Brown Swiss,Healthy,4.4
COW02176,23,528.9,Holstein,Ketosis,2.2
COW02177,63,656.9,Jersey,Ketosis,3.5
COW02178,79,569.0,Jersey,Healthy,3.9
COW02179,61,442.3,Jersey,Bloat,4.5
COW02180,87,425.5,Ayrshire,Healthy,3.4
COW02181,37,683.2,Jersey,Healthy,2.7
COW02182,77,542.8,Guernsey,Healthy,3.5
COW02183,81,498.2,Ayrshire,Healthy,2.8
COW02184,80,528.1,Guernsey,Healthy,3.6
COW02185,43,431.8,Guernsey,Healthy,3.4
COW02186,44,663.8,Holstein,Healthy,4.3
COW02187,39,518.6,Holstein,Mastitis,2.7
COW02188,61,659.4,Guernsey,Foot and Mouth,2.6
COW02189,75,554.1,Guernsey,Mastitis,3.4
COW02190,51,664.4,Guernsey,Healthy,2.2
COW02191,56,570.5,Brown Swiss,Mastitis,2.7
COW02192,42,618.3,Brown Swiss,Healthy,3.1
COW02193,35,607.5,Holstein,Mastitis,3.5
COW02194,83,599.9,Jersey,Healthy,2.8
COW02195,100,577.8,Brown Swiss,Healthy,3.7
COW02196,43,531.4,Holstein,Healthy,4.6
COW02197,104,703.2,Holstein,Foot and Mouth,3.6
COW02198,73,477.4,Holstein,Bloat,2.9
COW02199,30,550.3,Jersey,Mastitis,2.2
COW02200,51,551.2,Ayrshire,Ketosis,2.4
COW02201,12,582.2,Guernsey,Bloat,3.7
COW02202,16,515.6,Ayrshire,Healthy,4.1
COW02203,48,575.2,Jersey,Mastitis,2.1
COW02204,61,536.5,Brown Swiss,Healthy,2.6
COW02205,98,423.4,Ayrshire,Healthy,3.0
COW02206,26,550.8,Jersey,Healthy,3.0
COW02207,102,462.0,Guernsey,Ketosis,4.9
COW02208,37,411.2,Guernsey,Mastitis,2.6
COW02209,26,560.9,Ayrshire,Healthy,2.2
COW02210,87,589.0,Ayrshire,Healthy,3.1
COW02211,95,592.1,Guernsey,Healthy,2.4
COW02212,77,595.4,Brown Swiss,Mastitis,2.4
COW02213,24,395.4,Ayrshire,Bloat,3.2
COW02214,24,441.1,Guernsey,Healthy,2.9
COW02215,54,707.9,Jersey,Healthy,2.3
COW02216,60,466.2,Guernsey,Healthy,3.8
COW02217,119,598.9,Brown Swiss,Healthy,3.5
COW02218,42,495.0,Jersey,Healthy,2.2
COW02219,32,556.4,Brown Swiss,Healthy,4.6
COW02220,114,499.3,Guernsey,Healthy,2.9
COW02221,28,594.9,Ayrshire,Healthy,4.9
COW02222,14,560.9,Brown Swiss,Bloat,4.8
COW02223,57,514.1,Holstein,Healthy,3.3
COW02224,55,466.0,Ayrshire,Healthy,2.7
COW02225,78,571.4,Brown Swiss,Mastitis,4.5
COW02226,106,453.0,Jersey,Bloat,3.1
COW02227,112,584.2,Guernsey,Healthy,2.5
COW02228,43,760.1,Jersey,Healthy,3.7
COW02229,117,658.0,Jersey,Mastitis,3.5
COW02230,80,607.5,Ayrshire,Healthy,4.6
COW02231,19,543.2,Ayrshire,Mastitis,4.2
COW02232,113,394.9,Brown Swiss,Healthy,4.6
COW02233,26,444.2,Jersey,Healthy,4.2
COW02234,75,652.6,Ayrshire,Healthy,3.9
COW02235,97,486.8,Holstein,Mastitis,3.5
COW02236,38,494.1,Guernsey,Healthy,5.0
COW02237,41,536.7,Brown Swiss,Healthy,4.9
COW02238,63,465.0,Ayrshire,Healthy,4.5
COW02239,107,451.9,Brown Swiss,Mastitis,4.3
COW02240,36,546.0,Ayrshire,Healthy,3.7
COW02241,83,478.7,Holstein,Mastitis,2.8
COW02242,60,490.7,Guernsey,Mastitis,4.6
COW02243,24,487.5,Holstein,Healthy,2.0
COW02244,88,591.8,Guernsey,Ketosis,2.7
COW02245,101,531.4,Holstein,Bloat,3.2
COW02246,74,535.7,Ayrshire,Healthy,3.8
COW02247,31,597.8,Guernsey,Healthy,3.7
COW02248,28,538.6,Holstein,Healthy,2.5
COW02249,57,527.7,Ayrshire,Healthy,2.3
COW02250,66,587.6,Jersey,Healthy,2.7
COW02251,71,603.5,Brown Swiss,Bloat,3.0
COW02252,38,538.2,Holstein,Foot and Mouth,2.0
COW02253,66,556.4,Holstein,Healthy,4.1
COW02254,43,487.5,Jersey,Healthy,2.7
COW02255,86,481.1,Brown Swiss,Healthy,3.1
COW02256,98,611.5,Brown Swiss,Healthy,3.0
COW02257,82,585.6,Ayrshire,Healthy,3.5
COW02258,12,586.4,Holstein,Bloat,4.6
COW02259,119,572.5,Guernsey,Foot and Mouth,2.4
COW02260,14,553.7,Holstein,Healthy,3.0
COW02261,119,605.7,Jersey,Mastitis,4.1
COW02262,15,624.8,Holstein,Healthy,2.1
COW02263,67,622.9,Holstein,Foot and Mouth,4.5
COW02264,23,541.9,Brown Swiss,Healthy,4.9
COW02265,22,661.0,Ayrshire,Healthy,3.8
COW02266,85,568.3,Guernsey,Healthy,4.9
COW02267,90,600.6,Ayrshire,Healthy,3.2
COW02268,24,572.6,Brown Swiss,Healthy,3.2
COW02269,117,569.8,Holstein,Healthy,2.3
COW02270,46,491.1,Jersey,Mastitis,2.1
COW02271,46,606.1,Ayrshire,Foot and Mouth,2.7
COW02272,44,777.6,Holstein,Healthy,3.4
COW02273,61,520.0,Holstein,Healthy,3.5
COW02274,31,555.7,Ayrshire,Mastitis,2.7
COW02275,57,514.3,Holstein,Healthy,3.8
COW02276,34,511.0,Ayrshire,Healthy,2.5
COW02277,17,673.6,Guernsey,Mastitis,3.0
COW02278,51,496.2,Guernsey,Healthy,2.6
COW02279,84,512.1,Brown Swiss,Foot and Mouth,4.1
COW02280,94,423.0,Holstein,Healthy,3.5
COW02281,50,489.4,Brown Swiss,Healthy,4.2
COW02282,46,413.3,Ayrshire,Healthy,2.2
COW02283,97,600.5,Ayrshire,Healthy,3.3
COW02284,85,774.0,Brown Swiss,Healthy,4.9
COW02285,101,520.7,Ayrshire,Bloat,2.2
COW02286,109,416.7,Guernsey,Bloat,3.3
COW02287,100,622.0,Holstein,Foot and Mouth,2.1
COW02288,113,491.8,Guernsey,Healthy,2.4
COW02289,56,653.9,Guernsey,Healthy,3.4
COW02290,54,527.4,Brown Swiss,Mastitis,2.5
COW02291,46,499.5,Guernsey,Mastitis,3.6
COW02292,37,535.8,Ayrshire,Healthy,4.8
COW02293,92,610.6,Brown Swiss,Bloat,2.6
COW02294,89,531.8,Jersey,Healthy,2.3
COW02295,98,510.3,Ayrshire,Healthy,4.5
COW02296,30,534.1,Ayrshire,Bloat,3.4
COW02297,65,448.3,Guernsey,Healthy,4.6
COW02298,35,581.8,Guernsey,Healthy,2.9
COW02299,108,407.1,Holstein,Healthy,3.9
COW02300,40,514.5,Brown Swiss,Ketosis,4.8
COW02301,27,610.8,Holstein,Healthy,2.5
COW02302,73,574.2,Brown Swiss,Mastitis,4.4
COW02303,106,597.2,Ayrshire,Healthy,3.9
COW02304,110,544.8,Jersey,Healthy,4.4
COW02305,22,643.6,Ayrshire,Healthy,2.5
COW02306,47,624.0,Holstein,Healthy,3.3
COW02307,28,585.7,Holstein,Healthy,2.4
COW02308,45,624.2,Ayrshire,Healthy,4.9
COW02309,69,610.0,Holstein,Healthy,2.2
COW02310,42,514.8,Guernsey,Healthy,2.2
COW02311,19,442.5,Guernsey,Mastitis,4.7
COW02312,67,583.6,Jersey,Foot and Mouth,2.9
COW02313,17,593.7,Holstein,Healthy,3.8
COW02314,36,637.2,Jersey,Healthy,2.9
COW02315,12,475.1,Holstein,Healthy,3.9
COW02316,21,477.5,Guernsey,Healthy,2.6
COW02317,59,586.8,Ayrshire,Healthy,3.4
COW02318,103,544.3,Ayrshire,Healthy,3.6
COW02319,95,399.1,Ayrshire,Healthy,3.0
COW02320,22,580.0,Guernsey,Healthy,2.8
COW02321,15,401.8,Ayrshire,Ketosis,2.4
COW02322,48,474.4,Guernsey,Healthy,4.1
COW02323,82,658.1,Guernsey,Healthy,2.5
COW02324,92,696.0,Ayrshire,Healthy,2.9
COW02325,100,452.7,Jersey,Mastitis,3.0
COW02326,48,523.6,Brown Swiss,Healthy,3.4
COW02327,30,553.4,Ayrshire,Healthy,4.1
COW02328,14,692.5,Jersey,Mastitis,3.3
COW02329,27,510.6,Jersey,Healthy,4.6
COW02330,19,511.8,Holstein,Healthy,4.0
COW02331,104,673.9,Jersey,Healthy,4.5
COW02332,40,520.0,Brown Swiss,Mastitis,4.1
COW02333,100,607.8,Ayrshire,Ketosis,2.4
COW02334,71,431.8,Holstein,Mastitis,4.9
COW02335,70,536.3,Guernsey,Healthy,4.4
COW02336,61,417.2,Guernsey,Healthy,3.7
COW02337,100,465.6,Ayrshire,Healthy,2.5
COW02338,16,617.1,Guernsey,Foot and Mouth,2.5
COW02339,22,546.0,Holstein,Bloat,3.8
COW02340,57,524.5,Brown Swiss,Foot and Mouth,3.2
COW02341,54,490.1,Ayrshire,Healthy,4.0
COW02342,70,532.3,Ayrshire,Mastitis,3.1
COW02343,91,574.1,Guernsey,Bloat,3.5
COW02344,75,628.6,Ayrshire,Mastitis,2.6
COW02345,39,340.0,Guernsey,Mastitis,2.5
COW02346,47,483.5,Holstein,Healthy,2.2
COW02347,93,562.7,Ayrshire,Healthy,4.5
COW02348,33,542.1,Holstein,Healthy,3.7
COW02349,66,582.3,Jersey,Healthy,4.8
COW02350,70,571.4,Jersey,Foot and Mouth,4.2
COW02351,93,525.6,Guernsey,Bloat,4.3
COW02352,89,507.9,Holstein,Foot and Mouth,3.5
COW02353,62,530.4,Guernsey,Healthy,4.4
COW02354,45,641.9,Ayrshire,Healthy,4.8
COW02355,51,491.4,Guernsey,Healthy,4.2
COW02356,56,545.0,Jersey,Foot and Mouth,2.3
COW02357,35,564.7,Ayrshire,Mastitis,4.0
COW02358,79,674.8,Jersey,Ketosis,2.4
COW02359,34,526.0,Guernsey,Healthy,2.2
COW02360,82,626.7,Brown Swiss,Healthy,4.1
COW02361,93,648.6,Holstein,Mastitis,4.5
COW02362,115,544.9,Holstein,Healthy,2.5
COW02363,24,533.1,Holstein,Ketosis,2.2
COW02364,94,523.7,Ayrshire,Healthy,4.7
COW02365,21,529.5,Ayrshire,Healthy,2.4
COW02366,48,618.3,Brown Swiss,Healthy,2.1
COW02367,31,568.5,Ayrshire,Bloat,4.2
COW02368,29,568.8,Holstein,Healthy,4.5
COW02369,30,460.0,Ayrshire,Mastitis,3.5
COW02370,16,472.6,Jersey,Mastitis,3.6
COW02371,100,721.5,Holstein,Healthy,3.0
COW02372,18,535.8,Guernsey,Mastitis,2.7
COW02373,55,488.0,Jersey,Bloat,4.3
COW02374,87,664.5,Jersey,Healthy,4.5
COW02375,118,572.5,Guernsey,Mastitis,3.0
COW02376,104,596.3,Jersey,Healthy,2.8
COW02377,26,539.0,Guernsey,Healthy,2.8
COW02378,118,524.5,Holstein,Healthy,2.2
COW02379,82,536.4,Holstein,Foot and Mouth,2.8
COW02380,31,439.4,Jersey,Healthy,2.1
COW02381,60,543.0,Guernsey,Healthy,4.4
COW02382,111,573.7,Jersey,Mastitis,2.8
COW02383,54,698.0,Holstein,Healthy,4.1
COW02384,31,556.9,Guernsey,Mastitis,3.6
COW02385,106,363.3,Brown Swiss,Bloat,4.5
COW02386,114,542.5,Brown Swiss,Healthy,4.9
COW02387,117,769.2,Jersey,Healthy,3.1
COW02388,115,619.3,Holstein,Ketosis,2.3
COW02389,106,485.1,Holstein,Healthy,4.2
COW02390,61,597.3,Guernsey,Healthy,2.1
COW02391,32,490.6,Holstein,Ketosis,2.7
COW02392,78,441.7,Jersey,Bloat,2.2
COW02393,35,522.1,Ayrshire,Mastitis,4.7
COW02394,63,557.3,Jersey,Healthy,2.0
COW02395,82,400.2,Guernsey,Bloat,3.5
COW02396,114,458.1,Jersey,Mastitis,3.3
COW02397,43,550.8,Ayrshire,Mastitis,4.0
COW02398,39,517.3,Ayrshire,Foot and Mouth,2.9
COW02399,91,581.6,Brown Swiss,Mastitis,4.6
COW02400,12,452.8,Guernsey,Healthy,4.2
COW02401,73,607.1,Brown Swiss,Healthy,3.3
COW02402,92,455.3,Ayrshire,Healthy,3.1
COW02403,71,681.4,Jersey,Healthy,4.4
COW02404,53,412.7,Ayrshire,Healthy,4.3
COW02405,101,462.6,Guernsey,Healthy,3.2
COW02406,52,583.4,Guernsey,Foot and Mouth,3.0
COW02407,88,683.1,Jersey,Healthy,2.1
COW02408,62,575.2,Ayrshire,Healthy,2.2
COW02409,14,595.0,Guernsey,Healthy,2.2
COW02410,69,551.4,Ayrshire,Healthy,2.1
COW02411,17,467.9,Ayrshire,Mastitis,2.5
COW02412,112,510.8,Holstein,Healthy,4.6
COW02413,76,453.0,Ayrshire,Healthy,4.4
COW02414,52,447.7,Ayrshire,Foot and Mouth,4.5
COW02415,64,582.1,Jersey,Healthy,3.9
COW02416,78,460.1,Ayrshire,Healthy,3.9
COW02417,40,575.6,Brown Swiss,Foot and Mouth,2.4
COW02418,43,445.9,Jersey,Healthy,4.1
COW02419,57,573.7,Jersey,Mastitis,2.8
COW02420,39,510.9,Jersey,Foot and Mouth,3.6
COW02421,93,662.5,Holstein,Bloat,4.9
COW02422,23,575.9,Guernsey,Healthy,4.6
COW02423,101,648.9,Guernsey,Mastitis,2.7
COW02424,49,489.5,Guernsey,Mastitis,4.2
COW02425,72,554.5,Brown Swiss,Healthy,2.3
COW02426,29,471.5,Jersey,Bloat,2.1
COW02427,53,516.9,Guernsey,Healthy,2.1
COW02428,93,529.0,Ayrshire,Bloat,2.5
COW02429,41,491.9,Holstein,Healthy,4.1
COW02430,26,452.8,Jersey,Healthy,3.1
COW02431,68,436.9,Ayrshire,Healthy,2.0
COW02432,29,362.8,Ayrshire,Bloat,5.0
COW02433,45,465.5,Ayrshire,Healthy,3.6
COW02434,60,600.2,Holstein,Healthy,3.2
COW02435,72,422.1,Brown Swiss,Healthy,3.6
COW02436,81,440.6,Holstein,Mastitis,3.6
COW02437,85,693.3,Ayrshire,Healthy,3.4
COW02438,103,499.1,Brown Swiss,Healthy,3.8
COW02439,19,575.7,Jersey,Mastitis,4.7
COW02440,51,601.4,Holstein,Healthy,2.9
COW02441,12,603.0,Guernsey,Healthy,3.5
COW02442,13,428.2,Ayrshire,Healthy,2.0
COW02443,34,531.5,Ayrshire,Bloat,4.6
COW02444,76,420.5,Ayrshire,Foot and Mouth,2.9
COW02445,108,745.7,Ayrshire,Healthy,2.8
COW02446,95,422.4,Guernsey,Healthy,5.0
COW02447,81,466.2,Ayrshire,Healthy,3.8
COW02448,96,466.8,Ayrshire,Ketosis,2.4
COW02449,30,430.3,Brown Swiss,Healthy,2.8
COW02450,102,658.2,Guernsey,Healthy,3.1
COW02451,108,743.8,Ayrshire,Bloat,5.0
COW02452,22,511.9,Holstein,Healthy,3.3
COW02453,62,444.4,Guernsey,Healthy,2.7
COW02454,101,371.0,Jersey,Healthy,3.7
COW02455,63,530.5,Holstein,Healthy,3.2
COW02456,102,524.7,Holstein,Healthy,2.2
COW02457,113,497.9,Holstein,Ketosis,4.6
COW02458,63,567.7,Ayrshire,Healthy,2.0
COW02459,18,581.6,Guernsey,Healthy,4.7
COW02460,48,575.8,Holstein,Foot and Mouth,4.4
COW02461,35,524.7,Guernsey,Foot and Mouth,2.2
COW02462,63,461.9,Guernsey,Mastitis,4.2
COW02463,75,603.3,Brown Swiss,Mastitis,4.3
COW02464,62,551.0,Guernsey,Healthy,3.8
COW02465,33,621.1,Ayrshire,Healthy,3.7
COW02466,44,613.2,Brown Swiss,Healthy,2.1
COW02467,85,436.3,Guernsey,Healthy,2.2
COW02468,14,435.3,Brown Swiss,Bloat,4.2
COW02469,35,489.6,Jersey,Mastitis,2.3
COW02470,108,465.5,Ayrshire,Healthy,2.7
COW02471,22,610.4,Brown Swiss,Healthy,3.5
COW02472,56,578.1,Guernsey,Bloat,2.5
COW02473,34,637.9,Guernsey,Healthy,4.4
COW02474,23,581.7,Guernsey,Healthy,4.4
COW02475,57,566.7,Guernsey,Healthy,4.5
COW02476,68,646.0,Guernsey,Healthy,2.1
COW02477,31,587.6,Brown Swiss,Healthy,3.3
COW02478,20,555.4,Guernsey,Ketosis,4.5
COW02479,26,668.4,Brown Swiss,Healthy,3.1
COW02480,82,559.2,Jersey,Healthy,4.1
COW02481,104,525.7,Guernsey,Mastitis,3.8
COW02482,31,483.0,Ayrshire,Healthy,3.0
COW02483,46,606.2,Guernsey,Mastitis,2.8
COW02484,49,649.0,Guernsey,Mastitis,4.0
COW02485,50,546.0,Ayrshire,Healthy,2.4
COW02486,38,654.6,Jersey,Healthy,4.6
COW02487,17,392.4,Holstein,Mastitis,3.7
COW02488,68,545.6,Jersey,Mastitis,2.3
COW02489,50,546.8,Guernsey,Mastitis,4.1
COW02490,48,491.8,Ayrshire,Healthy,3.3
COW02491,40,740.7,Brown Swiss,Mastitis,2.6
COW02492,112,544.7,Guernsey,Mastitis,4.9
COW02493,77,517.4,Holstein,Healthy,4.2
COW02494,57,552.1,Guernsey,Foot and Mouth,3.8
COW02495,34,389.8,Guernsey,Healthy,4.5
COW02496,98,489.2,Brown Swiss,Healthy,3.6
COW02497,107,628.7,Guernsey,Foot and Mouth,3.3
COW02498,15,499.7,Brown Swiss,Healthy,2.6
COW02499,112,483.7,Brown Swiss,Healthy,2.5
COW02500,87,654.8,Guernsey,Healthy,3.3
COW02501,22,657.2,Guernsey,Bloat,3.4
COW02502,93,591.4,Jersey,Healthy,4.2
COW02503,23,513.6,Jersey,Mastitis,3.3
COW02504,17,530.8,Brown Swiss,Mastitis,3.8
COW02505,24,485.7,Jersey,Healthy,4.5
COW02506,61,470.4,Jersey,Bloat,5.0
COW02507,78,466.4,Jersey,Foot and Mouth,3.0
COW02508,55,500.6,Jersey,Healthy,4.7
COW02509,25,467.2,Brown Swiss,Ketosis,4.4
COW02510,33,424.9,Brown Swiss,Healthy,2.2
COW02511,104,567.6,Guernsey,Healthy,3.0
COW02512,115,568.8,Jersey,Healthy,2.7
COW02513,93,686.1,Ayrshire,Healthy,4.0
COW02514,23,496.5,Brown Swiss,Healthy,3.7
COW02515,100,573.7,Guernsey,Healthy,3.5
COW02516,86,575.0,Holstein,Healthy,4.3
COW02517,68,529.7,Holstein,Healthy,3.0
COW02518,27,609.5,Brown Swiss,Healthy,3.1
COW02519,119,612.0,Jersey,Foot and Mouth,4.6
COW02520,59,576.2,Brown Swiss,Healthy,4.9
COW02521,16,529.5,Holstein,Healthy,4.3
COW02522,34,521.4,Brown Swiss,Healthy,2.7
COW02523,55,440.6,Guernsey,Healthy,2.3
COW02524,18,485.5,Guernsey,Healthy,2.6
COW02525,46,500.2,Jersey,Healthy,3.3
COW02526,62,460.1,Jersey,Healthy,2.7
COW02527,114,585.2,Brown Swiss,Foot and Mouth,4.7
COW02528,21,645.7,Brown Swiss,Healthy,4.0
COW02529,74,477.4,Guernsey,Healthy,3.3
COW02530,110,572.7,Jersey,Mastitis,2.8
COW02531,99,467.3,Guernsey,Mastitis,3.1
COW02532,111,525.6,Ayrshire,Healthy,3.4
COW02533,30,494.8,Jersey,Healthy,4.1
COW02534,98,598.2,Ayrshire,Healthy,2.3
COW02535,117,495.7,Jersey,Healthy,4.5
COW02536,47,630.9,Jersey,Healthy,2.4
COW02537,65,530.3,Guernsey,Healthy,2.8
COW02538,69,498.0,Guernsey,Ketosis,5.0
COW02539,65,449.7,Brown Swiss,Mastitis,2.6
COW02540,43,570.3,Jersey,Healthy,2.3
COW02541,116,621.6,Holstein,Healthy,3.9
COW02542,115,571.9,Ayrshire,Mastitis,3.2
COW02543,53,729.1,Ayrshire,Healthy,2.3
COW02544,98,664.4,Ayrshire,Healthy,2.0
COW02545,54,525.4,Brown Swiss,Healthy,2.2
COW02546,97,524.6,Ayrshire,Mastitis,3.6
COW02547,75,587.6,Brown Swiss,Healthy,2.7
COW02548,62,483.0,Holstein,Healthy,4.3
COW02549,25,643.3,Holstein,Healthy,4.6
COW02550,82,578.9,Jersey,Healthy,2.4
COW02551,46,570.5,Jersey,Healthy,3.0
COW02552,35,605.0,Ayrshire,Mastitis,2.4
COW02553,32,687.8,Jersey,Healthy,2.9
COW02554,118,563.7,Guernsey,Mastitis,2.7
COW02555,23,541.0,Jersey,Bloat,4.4
COW02556,98,670.7,Guernsey,Healthy,3.0
COW02557,105,627.4,Brown Swiss,Healthy,3.5
COW02558,15,524.3,Holstein,Mastitis,4.0
COW02559,75,550.4,Brown Swiss,Healthy,4.5
COW02560,74,565.6,Holstein,Healthy,2.9
COW02561,50,578.9,Ayrshire,Healthy,2.6
COW02562,84,441.5,Guernsey,Bloat,4.9
COW02563,56,426.6,Ayrshire,Healthy,3.0
COW02564,59,479.0,Ayrshire,Foot and Mouth,4.0
COW02565,58,472.8,Jersey,Healthy,4.0
COW02566,98,498.5,Guernsey,Healthy,3.5
COW02567,80,600.8,Holstein,Healthy,2.7
COW02568,52,536.5,Ayrshire,Healthy,2.4
COW02569,112,565.7,Guernsey,Healthy,3.5
COW02570,98,452.1,Guernsey,Healthy,3.5
COW02571,112,513.1,Ayrshire,Healthy,4.3
COW02572,90,597.0,Ayrshire,Healthy,4.1
COW02573,54,597.6,Ayrshire,Healthy,4.7
COW02574,95,492.0,Holstein,Healthy,4.9
COW02575,47,562.9,Holstein,Healthy,4.2
COW02576,41,725.9,Ayrshire,Ketosis,2.2
COW02577,60,548.6,Jersey,Healthy,3.2
COW02578,116,494.5,Brown Swiss,Healthy,3.8
COW02579,73,536.1,Holstein,Healthy,3.8
COW02580,53,557.4,Guernsey,Healthy,2.5
COW02581,61,537.9,Ayrshire,Mastitis,3.7
COW02582,43,547.5,Ayrshire,Healthy,3.0
COW02583,83,434.5,Brown Swiss,Healthy,3.0
COW02584,49,473.0,Guernsey,Healthy,4.5
COW02585,71,538.1,Brown Swiss,Healthy,3.3
COW02586,51,536.8,Brown Swiss,Bloat,3.6
COW02587,46,504.7,Brown Swiss,Ketosis,3.7
COW02588,116,535.8,Ayrshire,Healthy,3.7
COW02589,49,554.9,Jersey,Healthy,2.6
COW02590,19,621.2,Brown Swiss,Healthy,3.8
COW02591,52,542.1,Guernsey,Healthy,3.0
COW02592,69,581.9,Brown Swiss,Healthy,4.0
COW02593,22,506.7,Holstein,Healthy,2.4
COW02594,45,595.8,Jersey,Healthy,5.0
COW02595,29,580.1,Guernsey,Healthy,4.3
COW02596,66,619.3,Guernsey,Healthy,3.3
COW02597,90,607.1,Guernsey,Ketosis,2.9
COW02598,116,597.1,Ayrshire,Bloat,3.2
COW02599,54,542.1,Guernsey,Healthy,4.2
COW02600,105,569.6,Brown Swiss,Mastitis,4.0
COW02601,35,635.1,Jersey,Healthy,4.1
COW02602,96,497.8,Jersey,Mastitis,4.7
COW02603,72,499.7,Ayrshire,Healthy,3.4
COW02604,93,564.5,Brown Swiss,Bloat,4.0
COW02605,93,583.2,Guernsey,Healthy,3.3
COW02606,69,484.1,Holstein,Healthy,3.9
COW02607,39,544.0,Holstein,Ketosis,3.4
COW02608,68,542.5,Jersey,Healthy,4.3
